t,pressure
278.7,70691.70447072982
278.8,70696.21523193523
278.90000000000003,70700.72611155517
279.0,70705.23710959262
279.1,70709.7482260506
279.2,70714.25946093207
279.3,70718.77081424001
279.40000000000003,70723.28228597743
279.5,70727.79387614732
279.6,70732.30558475266
279.7,70736.81741179641
279.8,70741.32935728159
279.90000000000003,70745.84142121115
280.0,70750.3536035881
280.1,70754.8659044154
280.2,70759.37832369604
280.3,70763.89086143301
280.40000000000003,70768.40351762925
280.5,70772.91629228777
280.6,70777.42918541154
280.7,70781.94219700353
280.8,70786.45532706671
280.90000000000003,70790.96857560404
281.0,70795.48194261851
281.1,70799.9954281131
281.2,70804.50903209075
281.3,70809.02275455445
281.40000000000003,70813.53659550716
281.5,70818.05055495184
281.6,70822.56463289147
281.7,70827.07882932901
281.8,70831.5931442674
281.90000000000003,70836.10757770964
282.0,70840.62212965866
282.1,70845.13680011744
282.2,70849.65158908893
282.3,70854.16649657609
282.40000000000003,70858.68152258187
282.5,70863.19666710924
282.6,70867.71193016115
282.7,70872.22731174054
282.8,70876.74281185037
282.90000000000003,70881.25843049362
283.0,70885.7741676732
283.1,70890.29002339208
283.2,70894.80599765321
283.3,70899.32209045954
283.40000000000003,70903.83830181399
283.5,70908.35463171954
283.6,70912.87108017913
283.7,70917.38764719569
283.8,70921.90433277217
283.90000000000003,70926.42113691152
284.0,70930.93805961666
284.1,70935.45510089054
284.2,70939.97226073612
284.3,70944.48953915629
284.40000000000003,70949.00693615405
284.5,70953.52445173229
284.6,70958.04208589393
284.7,70962.55983864196
284.8,70967.07770997928
284.90000000000003,70971.59569990882
285.0,70976.11380843351
285.1,70980.6320355563
285.2,70985.1503812801
285.3,70989.66884560783
285.40000000000003,70994.18742854243
285.5,70998.70613008685
285.6,71003.22495024397
285.7,71007.74388901674
285.8,71012.26294640807
285.90000000000003,71016.7821224209
286.0,71021.30141705813
286.1,71025.8208303227
286.2,71030.34036221751
286.3,71034.86001274548
286.40000000000003,71039.37978190955
286.5,71043.8996697126
286.6,71048.41967615759
286.7,71052.93980124738
286.8,71057.46004498492
286.90000000000003,71061.98040737312
287.0,71066.50088841487
287.1,71071.0214881131
287.2,71075.54220647071
287.3,71080.0630434906
287.40000000000003,71084.5839991757
287.5,71089.10507352889
287.6,71093.6262665531
287.7,71098.14757825121
287.8,71102.66900862614
287.90000000000003,71107.19055768079
288.0,71111.71222541804
288.1,71116.23401184082
288.2,71120.75591695201
288.3,71125.2779407545
288.40000000000003,71129.80008325122
288.5,71134.32234444504
288.6,71138.84472433885
288.7,71143.36722293556
288.8,71147.88984023806
288.90000000000003,71152.41257624923
289.0,71156.93543097198
289.1,71161.45840440918
289.2,71165.98149656372
289.3,71170.50470743851
289.40000000000003,71175.02803703642
289.5,71179.55148536034
289.6,71184.07505241314
289.7,71188.59873819773
289.8,71193.12254271698
289.90000000000003,71197.64646597377
290.0,71202.17050797098
290.1,71206.6946687115
290.2,71211.21894819819
290.3,71215.74334643396
290.40000000000003,71220.26786342166
290.5,71224.79249916415
290.6,71229.31725366434
290.7,71233.8421269251
290.8,71238.36711894929
290.90000000000003,71242.89222973978
291.0,71247.41745929945
291.1,71251.94280763117
291.2,71256.46827473781
291.3,71260.99386062223
291.40000000000003,71265.51956528731
291.5,71270.04538873589
291.6,71274.57133097085
291.7,71279.09739199508
291.8,71283.62357181139
291.90000000000003,71288.1498704227
292.0,71292.67628783183
292.1,71297.20282404164
292.2,71301.72947905501
292.3,71306.2562528748
292.40000000000003,71310.78314550384
292.5,71315.31015694502
292.6,71319.83728720117
292.7,71324.36453627514
292.8,71328.89190416981
292.90000000000003,71333.41939088803
293.0,71337.94699643261
293.1,71342.47472080645
293.2,71347.00256401236
293.3,71351.53052605322
293.40000000000003,71356.05860693187
293.5,71360.58680665115
293.6,71365.11512521388
293.7,71369.64356262295
293.8,71374.17211888116
293.90000000000003,71378.7007939914
294.0,71383.22958795648
294.1,71387.75850077924
294.2,71392.28753246253
294.3,71396.81668300918
294.40000000000003,71401.34595242204
294.5,71405.87534070393
294.6,71410.40484785769
294.7,71414.93447388617
294.8,71419.46421879217
294.90000000000003,71423.99408257857
295.0,71428.52406524816
295.1,71433.05416680379
295.2,71437.58438724828
295.3,71442.11472658446
295.40000000000003,71446.64518481516
295.5,71451.17576194322
295.6,71455.70645797145
295.7,71460.23727290267
295.8,71464.76820673971
295.90000000000003,71469.2992594854
296.0,71473.83043114256
296.1,71478.361721714
296.2,71482.89313120254
296.3,71487.42465961102
296.40000000000003,71491.95630694223
296.5,71496.488073199
296.6,71501.01995838415
296.7,71505.55196250048
296.8,71510.08408555081
296.90000000000003,71514.61632753797
297.0,71519.14868846476
297.1,71523.68116833398
297.2,71528.21376714845
297.3,71532.74648491098
297.40000000000003,71537.27932162437
297.5,71541.81227729144
297.6,71546.34535191499
297.7,71550.8785454978
297.8,71555.41185804272
297.90000000000003,71559.94528955253
298.0,71564.47884003003
298.1,71569.01250947802
298.2,71573.54629789932
298.3,71578.08020529669
298.40000000000003,71582.61423167295
298.5,71587.14837703091
298.6,71591.68264137337
298.7,71596.21702470309
298.8,71600.75152702288
298.90000000000003,71605.28614833554
299.0,71609.82088864387
299.1,71614.35574795064
299.2,71618.89072625866
299.3,71623.42582357071
299.40000000000003,71627.96103988957
299.5,71632.49637521803
299.6,71637.03182955891
299.7,71641.56740291495
299.8,71646.10309528896
299.90000000000003,71650.63890668371
300.0,71655.174837102
300.1,71659.71088654659
300.2,71664.24705502027
300.3,71668.78334252581
300.40000000000003,71673.31974906602
300.5,71677.85627464365
300.6,71682.39291926149
300.7,71686.9296829223
300.8,71691.46656562887
300.90000000000003,71696.00356738397
301.0,71700.54068819036
301.1,71705.07792805084
301.2,71709.61528696815
301.3,71714.15276494509
301.40000000000003,71718.6903619844
301.5,71723.22807808885
301.6,71727.76591326123
301.7,71732.3038675043
301.8,71736.84194082081
301.90000000000003,71741.38013321355
302.0,71745.91844468525
302.1,71750.45687523868
302.2,71754.99542487663
302.3,71759.53409360183
302.40000000000003,71764.07288141706
302.5,71768.61178832506
302.6,71773.15081432858
302.7,71777.68995943041
302.8,71782.22922363327
302.90000000000003,71786.76860693995
303.0,71791.30810935318
303.1,71795.84773087571
303.2,71800.38747151032
303.3,71804.9273312597
303.40000000000003,71809.46731012668
303.5,71814.00740811395
303.6,71818.54762522428
303.7,71823.0879614604
303.8,71827.62841682507
303.90000000000003,71832.16899132106
304.0,71836.70968495106
304.1,71841.25049771783
304.2,71845.79142962414
304.3,71850.3324806727
304.40000000000003,71854.87365086627
304.5,71859.41494020759
304.6,71863.95634869939
304.7,71868.49787634438
304.8,71873.03952314534
304.90000000000003,71877.58128910499
305.0,71882.12317422606
305.1,71886.66517851128
305.2,71891.20730196338
305.3,71895.74954458511
305.40000000000003,71900.29190637918
305.5,71904.83438734834
305.6,71909.3769874953
305.7,71913.9197068228
305.8,71918.46254533356
305.90000000000003,71923.0055030303
306.0,71927.54857991575
306.1,71932.09177599265
306.2,71936.63509126368
306.3,71941.17852573161
306.40000000000003,71945.72207939913
306.5,71950.26575226897
306.6,71954.80954434387
306.7,71959.3534556265
306.8,71963.8974861196
306.90000000000003,71968.4416358259
307.0,71972.9859047481
307.1,71977.53029288893
307.20000000000005,71982.07480025108
307.3,71986.61942683728
307.40000000000003,71991.16417265023
307.5,71995.70903769264
307.6,72000.25402196722
307.70000000000005,72004.7991254767
307.8,72009.34434822376
307.90000000000003,72013.88969021112
308.0,72018.43515144146
308.1,72022.98073191753
308.20000000000005,72027.526431642
308.3,72032.07225061758
308.40000000000003,72036.61818884697
308.5,72041.16424633289
308.6,72045.71042307801
308.70000000000005,72050.25671908505
308.8,72054.8031343567
308.90000000000003,72059.34966889565
309.0,72063.8963227046
309.1,72068.44309578625
309.20000000000005,72072.98998814331
309.3,72077.53699977844
309.40000000000003,72082.08413069435
309.5,72086.63138089371
309.6,72091.17875037924
309.70000000000005,72095.72623915364
309.8,72100.27384721955
309.90000000000003,72104.82157457969
310.0,72109.36942123674
310.1,72113.91738719339
310.20000000000005,72118.46547245231
310.3,72123.0136770162
310.40000000000003,72127.56200088773
310.5,72132.11044406959
310.6,72136.65900656446
310.70000000000005,72141.20768837501
310.8,72145.75648950394
310.90000000000003,72150.3054099539
311.0,72154.85444972759
311.1,72159.40360882766
311.20000000000005,72163.95288725682
311.3,72168.50228501772
311.40000000000003,72173.05180211303
311.5,72177.60143854543
311.6,72182.1511943176
311.70000000000005,72186.70106943221
311.8,72191.2510638919
311.90000000000003,72195.80117769937
312.0,72200.35141085727
312.1,72204.90176336828
312.20000000000005,72209.45223523508
312.3,72214.00282646029
312.40000000000003,72218.5535370466
312.5,72223.10436699666
312.6,72227.65531631315
312.70000000000005,72232.20638499872
312.8,72236.75757305603
312.90000000000003,72241.30888048775
313.0,72245.8603072965
313.1,72250.411853485
313.20000000000005,72254.96351905586
313.3,72259.51530401174
313.40000000000003,72264.0672083553
313.5,72268.6192320892
313.6,72273.17137521609
313.70000000000005,72277.7236377386
313.8,72282.27601965942
313.90000000000003,72286.82852098116
314.0,72291.38114170649
314.1,72295.93388183805
314.20000000000005,72300.4867413785
314.3,72305.03972033046
314.40000000000003,72309.59281869659
314.5,72314.14603647953
314.6,72318.69937368194
314.70000000000005,72323.25283030646
314.8,72327.8064063557
314.90000000000003,72332.36010183231
315.0,72336.91391673895
315.1,72341.46785107824
315.20000000000005,72346.02190485284
315.3,72350.57607806535
315.40000000000003,72355.13037071843
315.5,72359.68478281471
315.6,72364.23931435682
315.70000000000005,72368.7939653474
315.8,72373.34873578907
315.90000000000003,72377.90362568447
316.0,72382.45863503624
316.1,72387.01376384696
316.20000000000005,72391.56901211933
316.3,72396.12437985592
316.40000000000003,72400.67986705937
316.5,72405.23547373232
316.6,72409.79119987738
316.70000000000005,72414.34704549718
316.8,72418.90301059434
316.90000000000003,72423.45909517148
317.0,72428.01529923122
317.1,72432.57162277617
317.20000000000005,72437.12806580898
317.3,72441.68462833224
317.40000000000003,72446.24131034856
317.5,72450.79811186058
317.6,72455.3550328709
317.70000000000005,72459.91207338212
317.8,72464.46923339689
317.90000000000003,72469.0265129178
318.0,72473.58391194745
318.1,72478.14143048847
318.20000000000005,72482.69906854346
318.3,72487.25682611502
318.40000000000003,72491.81470320578
318.5,72496.37269981831
318.6,72500.93081595525
318.70000000000005,72505.48905161918
318.8,72510.04740681272
318.90000000000003,72514.60588153847
319.0,72519.16447579904
319.1,72523.72318959702
319.20000000000005,72528.282022935
319.3,72532.84097581558
319.40000000000003,72537.40004824137
319.5,72541.95924021497
319.6,72546.51855173896
319.70000000000005,72551.07798281596
319.8,72555.63753344853
319.90000000000003,72560.19720363928
320.0,72564.75699339081
320.1,72569.31690270569
320.20000000000005,72573.87693158655
320.3,72578.43708003593
320.40000000000003,72582.99734805645
320.5,72587.5577356507
320.6,72592.11824282123
320.70000000000005,72596.67886957068
320.8,72601.2396159016
320.90000000000003,72605.80048181658
321.0,72610.3614673182
321.1,72614.92257240904
321.20000000000005,72619.4837970917
321.3,72624.04514136874
321.40000000000003,72628.60660524275
321.5,72633.16818871628
321.6,72637.72989179195
321.70000000000005,72642.29171447233
321.8,72646.85365675997
321.90000000000003,72651.41571865746
322.0,72655.97790016737
322.1,72660.54020129227
322.20000000000005,72665.10262203474
322.3,72669.66516239736
322.40000000000003,72674.22782238267
322.5,72678.79060199326
322.6,72683.35350123169
322.70000000000005,72687.91652010054
322.8,72692.47965860236
322.90000000000003,72697.04291673971
323.0,72701.60629451518
323.1,72706.16979193132
323.20000000000005,72710.7334089907
323.3,72715.29714569585
323.40000000000003,72719.86100204937
323.5,72724.42497805381
