t,ax,ay,az
36.0,-1.6,-2.4000000000000004,-3.2
36.1,-1.6,-2.4000000000000004,-3.2
36.2,-1.6,-2.4000000000000004,-3.2
36.300000000000004,-1.6,-2.4000000000000004,-3.2
36.4,-1.6,-2.4000000000000004,-3.2
36.5,-1.6,-2.4000000000000004,-3.2
36.6,-1.6,-2.4000000000000004,-3.2
36.7,-1.6,-2.4000000000000004,-3.2
36.800000000000004,-1.6,-2.4000000000000004,-3.2
36.9,-1.6,-2.4000000000000004,-3.2
37.0,-1.6,-2.4000000000000004,-3.2
37.1,-1.6,-2.4000000000000004,-3.2
37.2,-1.6,-2.4000000000000004,-3.2
37.300000000000004,-1.6,-2.4000000000000004,-3.2
37.4,-1.6,-2.4000000000000004,-3.2
37.5,-1.6,-2.4000000000000004,-3.2
37.6,-1.6,-2.4000000000000004,-3.2
37.7,-1.6,-2.4000000000000004,-3.2
37.800000000000004,-1.6,-2.4000000000000004,-3.2
37.9,-1.6,-2.4000000000000004,-3.2
38.0,-1.6,-2.4000000000000004,-3.2
38.1,-1.6,-2.4000000000000004,-3.2
38.2,-1.6,-2.4000000000000004,-3.2
38.300000000000004,-1.6,-2.4000000000000004,-3.2
38.400000000000006,-1.6,-2.4000000000000004,-3.2
38.5,-1.6,-2.4000000000000004,-3.2
38.6,-1.6,-2.4000000000000004,-3.2
38.7,-1.6,-2.4000000000000004,-3.2
38.800000000000004,-1.6,-2.4000000000000004,-3.2
38.900000000000006,-1.6,-2.4000000000000004,-3.2
39.0,-1.6,-2.4000000000000004,-3.2
39.1,-1.6,-2.4000000000000004,-3.2
39.2,-1.6,-2.4000000000000004,-3.2
39.300000000000004,-1.6,-2.4000000000000004,-3.2
39.400000000000006,-1.6,-2.4000000000000004,-3.2
39.5,-1.6,-2.4000000000000004,-3.2
39.6,-1.6,-2.4000000000000004,-3.2
39.7,-1.6,-3.2,-3.2
39.800000000000004,-1.6,-2.4000000000000004,-4.0
39.900000000000006,-1.6,-2.4000000000000004,-3.2
40.0,-1.6,-2.4000000000000004,-3.2
40.1,-1.6,-2.4000000000000004,-3.2
40.2,-1.6,-2.4000000000000004,-3.2
40.300000000000004,-1.6,-3.2,-3.2
40.400000000000006,-1.6,-2.4000000000000004,-3.2
40.5,-1.6,-2.4000000000000004,-3.2
40.6,-1.6,-2.4000000000000004,-3.2
40.7,-1.6,-3.2,-3.2
40.800000000000004,-1.6,-3.2,-3.2
40.900000000000006,-1.6,-2.4000000000000004,-3.2
41.0,-1.6,-3.2,-3.2
41.1,-1.6,-3.2,-3.2
41.2,-1.6,-3.2,-3.2
41.300000000000004,-1.6,-3.2,-3.2
41.400000000000006,-1.6,-3.2,-3.2
41.5,-1.6,-3.2,-3.2
41.6,-1.6,-2.4000000000000004,-3.2
41.7,-1.6,-2.4000000000000004,-3.2
41.800000000000004,-1.6,-2.4000000000000004,-3.2
41.900000000000006,-1.6,-3.2,-3.2
42.0,-1.6,-3.2,-3.2
42.1,-1.6,-3.2,-3.2
42.2,-1.6,-3.2,-3.2
42.300000000000004,-1.6,-3.2,-3.2
42.400000000000006,-1.6,-3.2,-3.2
42.5,-1.6,-3.2,-3.2
42.6,-1.6,-3.2,-3.2
42.7,-1.6,-3.2,-3.2
42.800000000000004,-1.6,-3.2,-3.2
42.900000000000006,-1.6,-3.2,-3.2
43.0,-1.6,-3.2,-3.2
43.1,-1.6,-3.2,-3.2
43.2,-1.6,-3.2,-3.2
43.300000000000004,-1.6,-3.2,-3.2
43.400000000000006,-1.6,-3.2,-3.2
43.5,-1.6,-3.2,-3.2
43.6,-1.6,-3.2,-3.2
43.7,-1.6,-3.2,-3.2
43.800000000000004,-1.6,-3.2,-3.2
43.900000000000006,-1.6,-3.2,-3.2
44.0,-1.6,-3.2,-3.2
44.1,-1.6,-3.2,-3.2
44.2,-1.6,-3.2,-3.2
44.300000000000004,-1.6,-3.2,-3.2
44.400000000000006,-1.6,-3.2,-3.2
44.5,-1.6,-3.2,-3.2
44.6,-1.6,-3.2,-3.2
44.7,-1.6,-3.2,-3.2
44.800000000000004,-1.6,-3.2,-3.2
44.900000000000006,-1.6,-3.2,-3.2
45.0,-1.6,-3.2,-3.2
45.1,-1.6,-3.2,-3.2
45.2,-1.6,-3.2,-3.2
45.300000000000004,-1.6,-3.2,-3.2
45.400000000000006,-1.6,-3.2,-3.2
45.5,-1.6,-3.2,-3.2
45.6,-1.6,-3.2,-3.2
45.7,-1.6,-3.2,-3.2
45.800000000000004,-1.6,-3.2,-3.2
45.900000000000006,-1.6,-3.2,-3.2
46.0,-1.6,-3.2,-3.2
46.1,-1.6,-3.2,-3.2
46.2,-1.6,-3.2,-3.2
46.300000000000004,-1.6,-3.2,-3.2
46.400000000000006,-1.6,-3.2,-3.2
46.5,-1.6,-3.2,-3.2
46.6,-1.6,-3.2,-3.2
46.7,-1.6,-3.2,-3.2
46.800000000000004,-1.6,-3.2,-3.2
46.900000000000006,-1.6,-3.2,-3.2
47.0,-1.6,-3.2,-3.2
47.1,-1.6,-3.2,-3.2
47.2,-1.6,-3.2,-3.2
47.300000000000004,-1.6,-3.2,-3.2
47.400000000000006,-1.6,-3.2,-3.2
47.5,-1.6,-3.2,-3.2
47.6,-1.6,-3.2,-3.2
47.7,-1.6,-3.2,-3.2
47.800000000000004,-1.6,-3.2,-3.2
47.900000000000006,-1.6,-3.2,-3.2
48.0,-1.6,-3.2,-3.2
48.1,-1.6,-3.2,-3.2
48.2,-1.6,-3.2,-3.2
48.300000000000004,-1.6,-3.2,-3.2
48.400000000000006,-1.6,-3.2,-3.2
48.5,-1.6,-3.2,-3.2
48.6,-1.6,-3.2,-3.2
48.7,-1.6,-3.2,-3.2
48.800000000000004,-1.6,-3.2,-3.2
48.900000000000006,-1.6,-3.2,-3.2
49.0,-1.6,-3.2,-3.2
49.1,-1.6,-3.2,-3.2
49.2,-1.6,-3.2,-3.2
49.300000000000004,-1.6,-3.2,-3.2
49.400000000000006,-1.6,-3.2,-3.2
49.5,-1.6,-3.2,-3.2
49.6,-1.6,-3.2,-3.2
49.7,-1.6,-3.2,-3.2
49.800000000000004,-1.6,-3.2,-3.2
49.900000000000006,-1.6,-3.2,-3.2
50.0,-1.6,-3.2,-3.2
50.1,-1.6,-3.2,-3.2
50.2,-1.6,-3.2,-3.2
50.300000000000004,-1.6,-3.2,-3.2
50.400000000000006,-1.6,-3.2,-3.2
50.5,-1.6,-3.2,-3.2
50.6,-1.6,-3.2,-3.2
50.7,-1.6,-3.2,-3.2
50.800000000000004,-1.6,-3.2,-3.2
50.900000000000006,-1.6,-3.2,-3.2
51.0,-1.6,-3.2,-3.2
51.1,-1.6,-3.2,-3.2
51.2,-1.6,-3.2,-3.2
51.300000000000004,-1.6,-3.2,-3.2
51.400000000000006,-1.6,-3.2,-3.2
51.5,-1.6,-3.2,-3.2
51.6,-1.6,-3.2,-3.2
51.7,-1.6,-3.2,-3.2
51.800000000000004,-1.6,-3.2,-3.2
51.900000000000006,-1.6,-3.2,-3.2
52.0,-1.6,-3.2,-3.2
52.1,-1.6,-3.2,-3.2
52.2,-1.6,-3.2,-3.2
52.300000000000004,-1.6,-3.2,-3.2
52.400000000000006,-1.6,-3.2,-3.2
52.5,-1.6,-3.2,-3.2
52.6,-1.6,-3.2,-3.2
52.7,-1.6,-3.2,-3.2
52.800000000000004,-1.6,-3.2,-3.2
52.900000000000006,-1.6,-3.2,-3.2
53.0,-1.6,-3.2,-3.2
53.1,-1.6,-3.2,-3.2
53.2,-1.6,-3.2,-3.2
53.300000000000004,-1.6,-3.2,-3.2
53.400000000000006,-1.6,-3.2,-3.2
53.5,-1.6,-3.2,-3.2
53.6,-1.6,-3.2,-3.2
53.7,-1.6,-3.2,-3.2
53.800000000000004,-1.6,-3.2,-3.2
53.900000000000006,-1.6,-3.2,-3.2
54.0,-1.6,-3.2,-3.2
54.1,-1.6,-3.2,-3.2
54.2,-1.6,-3.2,-3.2
54.300000000000004,-1.6,-3.2,-3.2
54.400000000000006,-1.6,-3.2,-3.2
54.5,-1.6,-3.2,-3.2
54.6,-1.6,-3.2,-3.2
54.7,-1.6,-3.2,-3.2
54.800000000000004,-1.6,-3.2,-3.2
54.900000000000006,-1.6,-3.2,-3.2
55.0,-1.6,-3.2,-3.2
55.1,-1.6,-3.2,-3.2
55.2,-1.6,-3.2,-3.2
55.300000000000004,-1.6,-3.2,-3.2
55.400000000000006,-1.6,-3.2,-3.2
55.5,-1.6,-3.2,-3.2
55.6,-1.6,-3.2,-3.2
55.7,-1.6,-3.2,-3.2
55.800000000000004,-1.6,-3.2,-3.2
55.900000000000006,-1.6,-3.2,-3.2
56.0,-1.6,-3.2,-3.2
56.1,-1.6,-3.2,-3.2
56.2,-1.6,-3.2,-3.2
56.300000000000004,-1.6,-3.2,-3.2
56.400000000000006,-1.6,-3.2,-3.2
56.5,-1.6,-3.2,-3.2
56.6,-1.6,-3.2,-3.2
56.7,-1.6,-3.2,-3.2
56.800000000000004,-1.6,-3.2,-3.2
56.900000000000006,-1.6,-3.2,-3.2
57.0,-1.6,-3.2,-3.2
57.1,-1.6,-3.2,-3.2
57.2,-1.6,-3.2,-3.2
57.300000000000004,-1.6,-3.2,-3.2
57.400000000000006,-1.6,-3.2,-3.2
57.5,-1.6,-3.2,-3.2
57.6,-1.6,-3.2,-3.2
57.7,-1.6,-3.2,-3.2
57.800000000000004,-1.6,-3.2,-3.2
57.900000000000006,-1.6,-3.2,-3.2
58.0,-1.6,-3.2,-3.2
58.1,-1.6,-3.2,-3.2
58.2,-1.6,-3.2,-3.2
58.300000000000004,-1.6,-3.2,-3.2
58.400000000000006,-1.6,-3.2,-3.2
58.5,-1.6,-3.2,-3.2
58.6,-1.6,-3.2,-3.2
58.7,-1.6,-3.2,-3.2
58.800000000000004,-1.6,-3.2,-3.2
58.900000000000006,-1.6,-3.2,-3.2
59.0,-1.6,-3.2,-3.2
59.1,-1.6,-3.2,-3.2
59.2,-1.6,-3.2,-3.2
59.300000000000004,-1.6,-3.2,-3.2
59.400000000000006,-1.6,-3.2,-3.2
59.5,-1.6,-3.2,-3.2
59.6,-1.6,-3.2,-3.2
59.7,-1.6,-3.2,-3.2
59.800000000000004,-1.6,-3.2,-3.2
59.900000000000006,-1.6,-3.2,-3.2
60.0,-1.6,-3.2,-3.2
60.1,-1.6,-3.2,-3.2
60.2,-1.6,-3.2,-3.2
60.300000000000004,-1.6,-3.2,-3.2
60.400000000000006,-1.6,-3.2,-3.2
60.5,-1.6,-3.2,-3.2
60.6,-1.6,-3.2,-3.2
60.7,-1.6,-3.2,-3.2
60.800000000000004,-1.6,-3.2,-3.2
60.900000000000006,-1.6,-3.2,-3.2
61.0,-1.6,-3.2,-3.2
61.1,-1.6,-3.2,-3.2
61.2,-1.6,-3.2,-3.2
61.300000000000004,-1.6,-3.2,-3.2
61.400000000000006,-1.6,-3.2,-3.2
61.5,-1.6,-3.2,-3.2
61.6,-1.6,-3.2,-3.2
61.7,-1.6,-3.2,-3.2
61.800000000000004,-1.6,-3.2,-3.2
61.900000000000006,-1.6,-3.2,-3.2
62.0,-1.6,-3.2,-3.2
62.1,-1.6,-3.2,-3.2
62.2,-1.6,-3.2,-3.2
62.300000000000004,-1.6,-3.2,-3.2
62.400000000000006,-1.6,-3.2,-3.2
62.5,-1.6,-3.2,-3.2
62.6,-1.6,-3.2,-3.2
62.7,-1.6,-3.2,-3.2
62.800000000000004,-1.6,-3.2,-3.2
